conversation_id_str,created_at,favorite_count,label,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.88E+18,Mon Jan 27 06:43:38 +0000 2025,0,normal,@SeputarTetangga Gw pada heran yg ngehantuin siapa coba bukannya orang yang meninggal bakal di ajak tanya jawab sama Munkar nakir ? Mau itu mati bundir di bunuh kecelakaan atau normal karena sakit!!! Terus yang jadi hantunya siapa?,1.88E+18,,eyesyatanuki,in,,0,1,0,https://x.com/pakanjangkau/status/1883767806027760020,1.80E+18,pakanjangkau
1.88E+18,Mon Jan 27 06:35:27 +0000 2025,0,normal,@terentotin @erlanishere Ngapain iri. Duit gue lebih banyak daripada si erlan yg dulu hampir bunuh diri itu. Silakan cek jejak digitalnya dia itu manusia frustasi yg sempat viral karena mau bunuh diri. Dia itu pecundang. Iya kan @erlanishere?,1.88E+18,,Masjebros,in,,0,0,0,https://x.com/bolasepak8653/status/1883765747295695066,1.85E+18,bolasepak8653
1.88E+18,Mon Jan 27 06:32:09 +0000 2025,0,normal,Biarlah main presiden presidenan Mulyono lagi stres menghibur diri ,1.88E+18,,royyana1304971,in,,0,0,0,https://x.com/royyana1304971/status/1883764918308278536,1.33E+18,royyana1304971
1.88E+18,Mon Jan 27 06:32:06 +0000 2025,0,depresi,Di Agustus 2024 gua ketahuan punya pinjol sama orang rumah Gua gk jujur sama mereka kalo utang gua jauh lebih banyak dari yang mereka kira Padahal mereka udah ngehabisini semua uangnya Pasti mereka kecewa banget,1.88E+18,,zuoniee,in,,0,1,0,https://x.com/ngabubuwright/status/1883764905792410089,1.59E+18,ngabubuwright
1.88E+18,Mon Jan 27 06:31:44 +0000 2025,0,depresi,2022 nyoba main proyek lagi udah setor dengan orang hebat untuk proyek pagar di beberapa kantor taunya zonk duit orang tuaku cuma pulang separo dan mereka kecewa banget sama gua,1.88E+18,,earthyhermit,in,,0,1,0,https://x.com/earthyhermit/status/1883764811923914808,1.44E+18,earthyhermit
1.88E+18,Mon Jan 27 06:29:12 +0000 2025,0,depresi,2020 ngawal salah satu paslon walikota di metro nguras semua duit tabungan dari proyek gorden dan ternyata gagal juga,1.88E+18,,SeputarTetangga,in,,0,0,0,https://x.com/DoddySe52492835/status/1883764175857713584,1.69E+18,DoddySe52492835
1.88E+18,Mon Jan 27 06:25:27 +0000 2025,0,normal,pernah gak sih hun nagih hutang tapi kok diri sendiri yang ngerasa bersalah,1.88E+18,,ngabubuwright,in,,0,1,0,https://x.com/zuoniee/status/1883763229861839137,1.88E+18,zuoniee
1.88E+18,Mon Jan 27 06:25:16 +0000 2025,0,depresi,2017 dagang pecel lele sambil kuliah dan bangkrut 2017 akhir Sampek 2018 lanjut ngegrab malah main tembak tembakan ujungnya gagal juga 2018 di masukkin ortu jadi honor diBappeda tapi gua malah gk pernah ngantor karena gajinya pada waktu itu kecil bener,1.88E+18,,terentotin,in,Indonesia,0,1,0,https://x.com/PhSimatupang/status/1883763186148761748,1.85E+18,PhSimatupang
1.88E+18,Mon Jan 27 06:24:49 +0000 2025,1,normal,ngerasa bersalah sama cowo sendiri karna gue malah main sm sahabat lawan jenis gue sampe gue mikir kalo gue di posisi cowo gue gue jg bakalan ngerasain kaya dia tapi gue sadar diri bangett gue koreksi semuanya,1.88E+18,,,in,Indonesia,0,0,0,https://x.com/_aji_satrio_/status/1883763070155346134,2323532161,_aji_satrio_
1.88E+18,Mon Jan 27 06:17:01 +0000 2025,0,depresi,Setiap usaha ataupun niat baik gua pasti gagal semua kalo udah di pegang gua,1.88E+18,,MHRloveESR,in,,0,1,0,https://x.com/MHRloveESR/status/1883761109074899392,1.88E+18,MHRloveESR
1.88E+18,Mon Jan 27 06:11:40 +0000 2025,0,normal,@orangituh @Kucyber69 Kau LBH pantas dihukum mati atau mati bunuh diri saja kau Gak ada juga gunanya hidupmu layaknya sampah,1.88E+18,,MHRloveESR,in,,0,1,0,https://x.com/MHRloveESR/status/1883759763185619023,1.88E+18,MHRloveESR
1.88E+18,Mon Jan 27 06:08:52 +0000 2025,0,normal,@mariwpossa Betul banget! Depresi itu kayak sinyal dr diri sendiri kalau ada yg perlu kita ubah / hadapi. Hidup itu soal nyari makna bahkan di tengah penderitaan. Jadi jangan cuma fokus ngehindar rasa sakit tapi coba deh cari pelajaran / makna dari situ.,1.88E+18,,MHRloveESR,in,,0,1,0,https://x.com/MHRloveESR/status/1883759057699578145,1.88E+18,MHRloveESR
1.88E+18,Mon Jan 27 06:08:50 +0000 2025,0,normal,@gakgitudongpal @alcholcx Cerdas dong membaca isi berita sebelum komentar. Di atas sudah ada yang menjelaskan kasus kejadian didekat rumahnya. Korban bunuh diri akibat menilep duit supermarket karena judi slot.,1.88E+18,,,in,wonderland,0,1,0,https://x.com/goldenhourwin/status/1883759048597881003,1.44E+18,goldenhourwin
1.88E+18,Mon Jan 27 06:06:11 +0000 2025,0,normal,Apresiasi diri sendiri yang masih bertahan di tengah banyak orang yang memilih untuk menyerah,1.88E+18,,MHRloveESR,in,,0,1,0,https://x.com/MHRloveESR/status/1883758381015666891,1.88E+18,MHRloveESR
1.88E+18,Mon Jan 27 06:02:57 +0000 2025,0,normal,Aku koq gak pernah dengar ada orang Palestina Bunuh Diri karena stress masalah hidup/cinta. Kalo suicide bomber menurut istilah Barat lain kisah lah. Nih baru ada yang Bundir terbang dari lantai XI parkiran di PVJ Bandung karena cinta ,1.88E+18,,,in,,0,0,0,https://x.com/billlgjn1536/status/1883757568046309471,1.54E+18,billlgjn1536
1.88E+18,Mon Jan 27 06:02:52 +0000 2025,0,depresi,@SeputarTetangga kos yg ak pke bekas bunuh diri nder awalnya si agak takut tp setelah dipikir pikir kok gue jd pgn ikutan bunuh diri jg disitu ,1.88E+18,,MHRloveESR,in,,0,1,0,https://x.com/MHRloveESR/status/1883757545694871637,1.88E+18,MHRloveESR
1.88E+18,Mon Jan 27 03:17:00 +0000 2025,0,normal,https://t.co/kgK1TA7IWB @KPK_RI keluar urus pagar laut masa tertindas sama aguan sama hasto kencang. Kalo gak mampu mundur klo ditekan aguan bunuh diri saja semua di kpk,1.88E+18,,orangituh,in,,0,0,0,https://x.com/AhmadSurbakti6/status/1883715805332099449,1.55E+18,AhmadSurbakti6
1.88E+18,Mon Jan 27 03:15:06 +0000 2025,0,normal,kalau lagi ngerasa cape sama semuanya bawaanya pengen bunuh diri tapi takut siapa tau jodohku heeseung ,1.88E+18,,gakgitudongpal,in,,0,1,0,https://x.com/KakekH3rmawan/status/1883715328041157043,1.87E+18,KakekH3rmawan
1.88E+18,Mon Jan 27 03:11:33 +0000 2025,5,normal,@labocahngapayak gpp gagal yang penting jangan menyerah,1.88E+18,,,in,Indonesia,0,3,0,https://x.com/sumberkataa/status/1883714432595062846,3084773300,sumberkataa
1.88E+18,Mon Jan 27 03:09:54 +0000 2025,7,normal,@kthscnery_ @gemayi @littledevv23 @dinaaghnias @alcholcx Iya betul waktu itu juga di Karawang ada karyawan alf* mart temen kerja adik ipar masih satu rt juga tinggalnya meninggal bunuh diri banyak berita yg negatif katanya gara2 pinjol padahal engga murni masalah pribadi dia anak broken home tinggal sama neneknya,1.88E+18,,,in,Utara Bandung ,0,1,3,https://x.com/__anomali__/status/1883714019082805664,351134369,__anomali__
1.88E+18,Mon Jan 27 03:01:28 +0000 2025,1,normal,@littledevv23 @alcholcx gue tau mental orang beda beda tapi ini kesalahan dia bunuh diri ga menyelesaikan masalah kasian temennya ownernya keluarga juga kasian merugikan banget disaat dia pergi juga sangat disayangkan huhu kalo dia udah terjebak dan terjerat harusnya lepas biarpun nyicil dikit2,1.88E+18,,SeputarTetangga,in,jclist,0,2,0,https://x.com/pinochiocipp/status/1883711898392371539,1.31E+18,pinochiocipp
1.88E+18,Mon Jan 27 02:58:50 +0000 2025,1,normal,@Sukma85955300 @apralzolam Bagi agama tertentu bunuh diri adalah harapan akan kehidupan setelah kematian yang lebih baik,1.88E+18,,,in,Papua New Guinea,0,0,0,https://x.com/frico_ino/status/1883711234891231305,8.97E+17,frico_ino
1.88E+18,Mon Jan 27 02:53:54 +0000 2025,0,normal,Aku satu hari bawa diri sendiri sendiri sambil mengenang nasib. Tiba tiba pulak aku jadi macam orang yang bersalah dalam cerita orang lain. Lol.,1.88E+18,https://pbs.twimg.com/media/GiRIP2hbMAAF6Ct.jpg,,in,Stand with Palestine 🇵🇸,0,0,0,https://x.com/kpopdankdramaid/status/1883709990814532054,1.69E+18,kpopdankdramaid
1.88E+18,Mon Jan 27 02:52:25 +0000 2025,0,normal,bunuh dirinya itu gantung diri di rumah belum jadi itu ada bambu yang kasi space buat ngiket tali kata keluarga yang sekarang itu sering tiba tiba ada bambu gitu trus suara dari atap udah dingajiin juga kok. tapi yauda deh mereka nikmatin,1.88E+18,,labocahngapayak,in,,0,0,0,https://x.com/gstytp/status/1883709619488592307,1.59E+18,gstytp
1.88E+18,Mon Jan 27 02:45:06 +0000 2025,0,depresi,jangan tanya berapa kali aku udah mau nyerah sama hidup ini guys,1.88E+18,,kthscnery_,in,,0,1,0,https://x.com/DianPra77759469/status/1883707779308978249,1.80E+18,DianPra77759469
1.88E+18,Mon Jan 27 02:42:24 +0000 2025,12,normal,@Purnomodttrad52 Jangan lelah apalagi menyerah berbuat baik dan jangan marah ketika kami sebagai masyarakat mengkritik. Semua kritikan dari kami masyarakat adalah bukti kecintaan masyarakat kepada polri.,1.88E+18,,littledevv23,in,,0,1,0,https://x.com/arcoffy/status/1883707099152265609,1.83E+18,arcoffy
1.88E+18,Mon Jan 27 02:37:22 +0000 2025,0,normal,@tanyakanrl gw setuju bgt sama yg olok2 klo perlu sampe tuh bencong bunuh diri,1.88E+18,,Sukma85955300,in,,0,0,0,https://x.com/ArifLabMed/status/1883705829947572518,1.31E+18,ArifLabMed
1.88E+18,Mon Jan 27 02:34:54 +0000 2025,1,normal,Gusy rambut aku sepinggang aku mau haircut butterfly kira² cocok gak ya dimukaku yng bulat +pipi chuby galau bnget sumpahhhh takut gak sesuai ekspetasi juga soalnya akhir² ini aku lgi stres males ngurusin rambutt,1.88E+18,,,in,"Kuala Lumpur , Malaysia ",0,0,0,https://x.com/imantakfaham/status/1883705212940308631,447780774,imantakfaham
1.88E+18,Mon Jan 27 02:31:45 +0000 2025,0,normal,W g kenapa2 tidur di kompleks bangunan yg konon bekas buat bunuh diri. Kalo mikirnya gitu lah kita kan sama2 tinggal di bumi dmn bnyak tejadi pembantaian.,1.88E+18,,,in,Rumah saya,0,0,0,https://x.com/Amisukapeluk/status/1883704419742887969,8.59E+17,Amisukapeluk
1.88E+18,Mon Jan 27 02:31:26 +0000 2025,0,normal,@Sandaime44 @JohnAarivEd Mana bisa maju anak haram mati bunuh diri di tiang salib disembah dianggap tuhan ,1.88E+18,,aimhima,in,,0,0,0,https://x.com/aimhima/status/1883704339497472489,1.84E+18,aimhima
1.88E+18,Mon Jan 27 02:30:57 +0000 2025,0,normal,@Rickybahry @alcholcx loh dia bunuh diri gegaea nilep duit kantor 20 juta buat judol baca aja diatas ada comment orang yang tinggal di daerah sana.,1.88E+18,,,in,a day in my life,0,2,0,https://x.com/blierbies/status/1883704215882887313,1.41E+18,blierbies
1.88E+18,Mon Jan 27 02:28:34 +0000 2025,1,normal,di deket rumahku dulu ada orang bunuh diri gara gara cintanya ditolak janda dia cowo umur 21. jandanya itu punya anak 1 cintanya ditolak akhirnya dia bunuh diri di perumahan si janda ini di perumahanku. bundirnya itu di rumah baru yang belum jadi gitu lo,1.88E+18,,Purnomodttrad52,in,,0,0,0,https://x.com/Ciput84725571/status/1883703617028559171,1.13E+18,Ciput84725571
1.88E+18,Mon Jan 27 02:28:28 +0000 2025,0,normal,Tubuh Till dihujani darah. Dia menyentuh muka Ivan. Dia cium bibirnya. Dengan senyum lebar horor Till berucap Kalo aku lagi bahagia orang yang buat aku bahagia itu bakal aku bunuh. Hm tapi kamu pengecualian Ivan. Kamu membuatku senang dan sedih. Aku juga cinta kamu. ,1.88E+18,,tanyakanrl,in,Konoha,0,0,0,https://x.com/YenSu1974/status/1883703590726041694,1.80E+18,YenSu1974
1.88E+18,Mon Jan 27 02:27:33 +0000 2025,1,normal,@alcholcx Kalo mao bunuh diri jangan ditempat dagang orang apa kan kasian Dikebon kek di kali kek Udah mati aja masih bikin susah orang laen,1.88E+18,,,in,,1,3,0,https://x.com/Cwesan_/status/1883703360475529466,1.77E+18,Cwesan_
1.88E+18,Mon Jan 27 02:27:01 +0000 2025,0,normal,td ada pasien percobaan bunuh diri kasian bgt teriak teriak mulu pas di ruang tindakan bedah fraktur kanan kiri tangan kaki dah lagi gabisa pake bpjs,1.88E+18,,,in,,0,0,0,https://x.com/retinaheatsink/status/1883703226270429325,1.50E+18,retinaheatsink
1.88E+18,Mon Jan 27 02:26:41 +0000 2025,0,normal,Pihak Sekolah: Menyatakan kematian Faris adalah akibat bunuh diri berdasarkan kesimpulan dari bomoh . Berikut adalah ringkasan kronologi peristiwa kematian Wan Ahmad Faris Wan Abdul Rahman: 5/12/2013: Keluarga mengambil Wan Ahmad Faris dari asrama untuk pulang ke rumah. https://t.co/NikIvy1kp1,1.88E+18,,Sandaime44,in,,0,0,0,https://x.com/Markuz12_29/status/1883703143810343219,1.87E+18,Markuz12_29
1.88E+18,Mon Jan 27 02:26:14 +0000 2025,0,depresi,Nonton ini beberapa kali dibikin nangis dan ketawa. Relate banget sama Aku akhirnya bisa punya hidup aku sendiri tapi kok aku ngerasa bersalah ya buat nyenengin diri sendiri? . Naangeees ini aku sekarang ,1.88E+18,,Rickybahry,in,"Bali, Indonesia",0,0,0,https://x.com/AdianaGrindr/status/1883703030241223076,1.18E+18,AdianaGrindr
1.88E+18,Mon Jan 27 02:25:20 +0000 2025,0,normal,@ayy_les ya aneh ngapain coba bunuh diri kayak gitu,1.88E+18,,,in,,0,1,0,https://x.com/aimhima/status/1883702804193431737,1.84E+18,aimhima
1.88E+18,Mon Jan 27 02:23:07 +0000 2025,8,normal,@juicyluicyband jangan nanti kalo kamu depresi bukannya dibantu nemuin psikolog malah bilang jangan bunuh diri ya sambil disuruh denger lagunya dia,1.88E+18,,ranriteverse,in,Writing acc (kadang) ➡️ krisar,0,1,0,https://x.com/ranriteverse/status/1883702244815827355,1.82E+18,ranriteverse
1.88E+18,Mon Jan 27 02:15:31 +0000 2025,4,normal,bnrn sedih bgtbgtbgt mega jumbo bima sakti ngerasa berdalah bgtbgtbgt walaupun emg dosennya aja yg ky puki tp ak jga ngerasa bersalah bgt krn ngelakuin hal tolol ih anjg,1.88E+18,,alcholcx,in,Cuba,0,0,0,https://x.com/fakinbromocorah/status/1883700331953213910,83548524,fakinbromocorah
1.88E+18,Mon Jan 27 02:14:37 +0000 2025,0,normal,@tanyarlfes sebelum kamu dibuang mending kamu yg buang dia duluan nder cowok tuh harus disentil egonya. masalah streotype org yg udh pernah hs mah ga usah dipikirin kalo dipikirin mah nanti malah jadi percobaan bunuh diri endingnya. (pengalaman beberapa kali bundir tp ga pernah sampe mati),1.88E+18,,,in,earth,0,0,0,https://x.com/ardhnavig/status/1883700105746043000,320133289,ardhnavig
1.88E+18,Mon Jan 27 02:13:32 +0000 2025,132,normal,@Uki23 enak saja. kalau tenggelam akibat kejahatan dari orang² pemilik kekuasaan samacam eks presiden incapable @jokowi itu namanya bunuh diri. ngapain jg sacrifice untuk orang yg menghianati konstitusi jg sumpah dan janjinya. demi membangun gurita dinasti familinya dan kekuasaan.,1.88E+18,https://pbs.twimg.com/media/GiQ-P4jasAAn8SL.jpg,,in,,2,16,57,https://x.com/lady_bugg11/status/1883699834919776690,1.24E+18,lady_bugg11
1.88E+18,Mon Jan 27 02:10:34 +0000 2025,0,depresi,Salah perempuan ke lelaki bunuh diri? Tak. Salah lelaki ke perempuan bunuh diri? Pun tak. Semua salah diri sendiri lemah sangat sampai nak bunuh diri.,1.88E+18,,,in,,0,0,0,https://x.com/ndyahforentina/status/1883699087608000701,153293751,ndyahforentina
1.88E+18,Mon Jan 27 02:09:48 +0000 2025,1,normal,@GuruGembull @NiaArmiani17 bnyak pemimpin hamas bukan mengungsi di turki/qatar/iran ..mereka melakukan perlawanan dgn diplomasi jika mrk di gaza pasti dihabisi sama dgn era sebelum 1948 banyak pemimpin Zionis di luar jerman melakukan perlawanan kalau boss yahudi lawan nazi di jerman sama aja bunuh diri.,1.88E+18,,ayy_les,in,London,0,0,0,https://x.com/garrettcaramel/status/1883698895374647748,1.73E+18,garrettcaramel
1.88E+18,Mon Jan 27 02:09:39 +0000 2025,0,normal,Lihatlah dirimu sekarang kamu lelah tapi tidak menyerah,1.88E+18,,juicyluicyband,in,,0,0,0,https://x.com/vanilamacaroon/status/1883698857042960687,1.11E+18,vanilamacaroon
1.88E+18,Mon Jan 27 02:07:04 +0000 2025,0,normal,Bunuh diri tidak menyelesaikan masalah bos wes paling apik bunuh ambisi mawon,1.88E+18,,,in,,0,0,0,https://x.com/fuoosie/status/1883698205382357307,1.12E+18,fuoosie
1.88E+18,Mon Jan 27 02:01:48 +0000 2025,80,normal,Kenapa banyak pemuda laki laki yg mencoba bunuh diri?? Apakah tidak ada perempuan yg melakukan hal yg sama?,1.88E+18,,tanyarlfes,in,"aries, iE✩",1,0,2,https://x.com/vitabiin/status/1883696879416066049,2984637242,vitabiin
1.88E+18,Mon Jan 27 01:58:08 +0000 2025,0,normal,Kadang tuh beneran butuh santai sendirian gak perlu respons pesan dan panggilan orang-orang cuma nonton film atau jalan/spend time sendirian literally sendirian sejam dua jam seharian lol. Tapi dikira marah ngilang depresi etc etc https://t.co/sDn0yecrDx,1.88E+18,,Uki23,in,on plate of the 🌎,0,0,0,https://x.com/freethink32/status/1883695956631441709,1.59E+18,freethink32
1.88E+18,Mon Jan 27 01:54:21 +0000 2025,1,normal,Pemuda lagi nih apakah yg perempuan tidak ada atau belum menemukan gadis yg mencoba bunuh diri?,1.88E+18,,,in,Kolumpo,0,0,0,https://x.com/kMxzxN/status/1883695005744976336,125209799,kMxzxN
1.88E+18,Mon Jan 27 01:52:14 +0000 2025,0,normal,ih aku pernah diceritain sm pelatih aku kalo dia pernah mau turnamen terus nginep di rumah bekas bunuh diri. jadi rumah satu keluarga yg kaya orang tuanya meninggal karena covid dan anaknya gantung diri karena depresi. selama denger ceritanya merinding parah ,1.88E+18,,GuruGembull,in,,0,0,0,https://x.com/ririseluna/status/1883694471864516692,1.71E+18,ririseluna
1.88E+18,Mon Jan 27 01:47:49 +0000 2025,0,normal,@apralzolam Bunuh diri adalah salahsatu ritual dalam agama Tantra atau Tantrism. Ortu nya yg gak paham anaknya telah berpindah agama. Untuk memantau agama seseorang perhatikan wudhu nya karena semua agama juga ibadah wudhu nya yg beda,1.88E+18,,Berburudsknan,in,Indonesia,0,1,0,https://x.com/Berburudsknan/status/1883693362680926677,1.35E+18,Berburudsknan
1.88E+18,Mon Jan 27 01:45:49 +0000 2025,1,normal, Lelaki pon ada derita ada perempuan tahu? Laki bunuh diri sendiri bang perempuan kena bunuh dengan lelaki. Perempuan nak hidup tapi kena bunuh dengan orang lain. Beza tu ️️,1.88E+18,,,in,,0,0,0,https://x.com/kochengrasta/status/1883692860639523015,1.17E+18,kochengrasta
1.88E+18,Mon Jan 27 01:40:08 +0000 2025,0,depresi,"aku dulu bertahan buat nyelesein skripsiku. Biar ortuku bangga. Biar aku ga ditanyain kapan lulus. Biar ortu lihat aku wisuda. Sekarang udah selesai, aku juga udah wisuda. Bolehkah aku pergi? Rasanya ga ada lagi buat alasan bertahan",1.88E+18,,,in,,0,0,0,https://x.com/BangJarwoSopo7/status/1883691427844235383,1.77E+18,BangJarwoSopo7
1.88E+18,Mon Jan 27 01:39:21 +0000 2025,2,depresi,"aku kadang cape bgt sama hidup, kenapa ujiannya kaya ga bisa aku lewatin gitu, gada support system, sepi, udah ngemis untuk ditelpon sm laki2 itu, tp Cuma dikasih janji2, sampe muak. Emg gaboleh nyerah aja?",1.88E+18,https://pbs.twimg.com/tweet_video_thumb/GiQ3MLiaIAAPDDI.jpg,,in,Jakarta Capital Region,0,0,0,https://x.com/_picnicpanic/status/1883691233052443053,2355196789,_picnicpanic
1.88E+18,Mon Jan 27 01:38:55 +0000 2025,0,depresi,beneraan inimah kayak kisahku bgttt sempet mau bundir depresi keluarga amburadul tiap hari ada aja masalahnya demi Allah mana ldr jg plek ketiplek sama semua bahkan uda nikah 3thn rasa cintanya ke aku jg masi sama masyaallah the point pasrah hadiahnya luar biasa bgtttt,1.88E+18,,,in,,0,0,0,https://x.com/BangJarwoSopo7/status/1883691120988930455,1.77E+18,BangJarwoSopo7
1.88E+18,Mon Jan 27 01:37:37 +0000 2025,0,normal,Jangan beritahu siapapun tentang perasaanmu. Belajarlah bangkit sendiri. Belajarlah untuk menghibur diri sendiri tidak peduli betapa sedihnya dirimu. Jangan menyerah. Kuburan setiap perasan burukmu dalam-dalam dan tersenyumlah. 27/01/2025,1.88E+18,,,in,Area 51,0,0,0,https://x.com/jametropoIite/status/1883690793996820908,1.46E+18,jametropoIite
1.88E+18,Mon Jan 27 01:36:22 +0000 2025,0,normal,Jangan menyerah untuk terus bertaubat wahai diri.,1.88E+18,,apralzolam,in,,0,1,0,https://x.com/ArifLabMed/status/1883690479956672729,1.31E+18,ArifLabMed
1.88E+18,Mon Jan 27 01:35:05 +0000 2025,2,normal,@Tita83079013 Pantes stres dia gagal jadi caleg https://t.co/OYwxIYy6ee,1.88E+18,,,in,Malaysia,0,0,0,https://x.com/senoriiiiitaa/status/1883690156437516512,432259350,senoriiiiitaa
1.88E+18,Mon Jan 27 01:33:28 +0000 2025,43,normal,@alfiizahra Meskipun kadang kita ragu pada diri sendiri setidaknya kita berusaha terus mencoba dan mencoba jangan menyerah di tengah jalan,1.88E+18,,,in,"( 리한 ) studio ghibli, ponyo ଳ⋆",1,20,2,https://x.com/s05leehan/status/1883689751494222180,1.87E+18,s05leehan
1.88E+18,Mon Jan 27 01:32:51 +0000 2025,0,normal,Bahkan disaat kamu meragukan dirimu sendiri Allah selalu memberi jalan bahwa kamu mampu Allah mempercayakan dirimu untuk melalui semua itu. Lantas apa lagi yang membuatmu risau? Kita hanya perlu mencoba menghadapi ketakutan². Bukan menyerah juga pasrah. Jika kamu merasa tidak https://t.co/xGs1QhxKY7,1.88E+18,,tanyarlfes,in,,0,0,0,https://x.com/apabaedahaahah/status/1883689594425872654,1.86E+18,apabaedahaahah
1.88E+18,Mon Jan 27 01:28:10 +0000 2025,0,normal,@GuruGembull @evalez_fr Bisalah memangnya detektif gak pakai curiga? Curiga dulu baru cek apakah kecurigaan itu betul dengan memutuskan untuk mengumpulkan bukti yang relevan? Ataukah detektif langsung tanpa curiga menyatakan ini adalah bunuh diri bukan pembunuhan?,1.88E+18,,,in,,0,0,0,https://x.com/amrotul_f/status/1883688418510831882,1.61E+18,amrotul_f
1.88E+18,Mon Jan 27 01:23:16 +0000 2025,10,normal,WKWKWK BUNUH DIRI ANJ,1.88E+18,https://pbs.twimg.com/media/GiQzgnIbAAAQP1P.jpg,Tita83079013,in,,0,3,4,https://x.com/AkbarFauza2140/status/1883687182977966249,1.82E+18,AkbarFauza2140
1.88E+18,Mon Jan 27 01:17:19 +0000 2025,1,normal,Presumption of Innocence: Terdakwa dianggap tidak bersalah sampai terbukti bersalah di pengadilan. Due Process of Law: Setiap langkah dalam proses pidana harus dilakukan sesuai dengan hukum. Right to Fair Trial: Terdakwa memiliki hak untuk membela diri termasuk mendapatkan https://t.co/JGh2DetGZL,1.88E+18,,alfiizahra,in,"Independence, MO",0,0,0,https://x.com/Tentang_cinta94/status/1883685687989522774,1.84E+18,Tentang_cinta94
1.88E+18,Mon Jan 27 01:09:13 +0000 2025,173,normal,@sukamikirrrr ituu depresi anxiety trauma dll grgr agensi nya. bacaen thread nya sedih poll :((,1.88E+18,https://pbs.twimg.com/ext_tw_video_thumb/1883683608889851904/pu/img/f0l7eI1qF8PbOaXa.jpg,,in,,0,173,1,https://x.com/alfiizahra/status/1883683646189764760,1.82E+18,alfiizahra
1.88E+18,Mon Jan 27 01:08:14 +0000 2025,2,depresi,@amertatrue Seringku berfantasi untuk bunuh diri https://t.co/1MyCkGtm9Z,1.88E+18,,_herun07,in,everywhere,0,0,0,https://x.com/_herun07/status/1883683399581454621,1.07E+18,_herun07
1.88E+18,Mon Jan 27 01:03:03 +0000 2025,0,normal,@tempatunekuneg @txtdariahnaf gaboleh melanggar etika Himpunan Psikologi Indonesia. dan psikotes itu engga boleh dipelajari karena beberapa alat ukurnya bisa menjadi tidak valid hasilnya. lu bayangin orang rentan depresi masuk ke lingkungan kerja high risk? ya bundir lah anjg. https://t.co/rjdV0aKQy8,1.88E+18,,GuruGembull,in,Indonesia,0,0,0,https://x.com/Xtradi/status/1883682096239226966,216634280,Xtradi
1.88E+18,Sun Jan 26 21:38:27 +0000 2025,0,normal,@alcholcx Org bodoh begini gak perlu dikasihani gak ad namanya bunuh diri org yg warass hanya org bodoh yang bgitu,1.88E+18,,,in,,0,0,0,https://x.com/hanGpyeong/status/1883630608070685123,1.61E+18,hanGpyeong
1.88E+18,Sun Jan 26 21:38:12 +0000 2025,0,normal,@jonnypengacara Jadi Bisa gua Bilang Itu adalah Misi Bunuh diri. Jika Yesus tau bahwa dia akan disalib. Lalu pertanyaan gua. Kenapa Yesus itu berdoa di taman Getsemani ? Berdoa kepada siapa ( Jika Yesus sendiri adalah Tuhan ) ? Udah gitu doa-nya Sujud juga lagi . Sama seperti Islam.,1.88E+18,,,in,,0,0,0,https://x.com/bla89rana/status/1883630543658750443,1.69E+18,bla89rana
1.88E+18,Sun Jan 26 21:13:50 +0000 2025,0,depresi,tuhan tuh ada? katanya tuhan tau kemampuan kita segimana tapi kok ada yang sampe bunuh diri? mereka yang bunuh diri tandanya udah bener-bener dititik terendah tapi kenapa tuhan ga tolong?,1.88E+18,https://pbs.twimg.com/media/GiP6ZpVbEAAf3-l.jpg,ngopiduluyuk_,in,,0,1,0,https://x.com/ngopiduluyuk_/status/1883624411301093527,1.86E+18,ngopiduluyuk_
1.88E+18,Sun Jan 26 21:10:23 +0000 2025,0,depresi,kalo gue bayar orang buat ngebunuh gue itu sama aja bunuh diri ga? gue mau mati tapi ga mau bunuh diri gue takut. tapi kalo nunggu takdir dari tuhan ga pasti.,1.88E+18,,sukamikirrrr,in,,0,0,0,https://x.com/cherryblloossom/status/1883623542727815416,1.07E+18,cherryblloossom
1.88E+18,Sun Jan 26 20:17:12 +0000 2025,0,normal,es krim enak tapi es krim tau ga ya kalau aku cari dia cuman pas sedih atau stres doang,1.88E+18,,jonnypengacara,in,,0,1,0,https://x.com/yagamiraitorust/status/1883610159571976280,1.88E+18,yagamiraitorust
1.88E+18,Sun Jan 26 20:13:50 +0000 2025,0,normal,@tanyarlfes Nggak lah tolol amat. Kecuali kecelakaan sengaja alias bunuh diri,1.88E+18,,teletubbiesnt,in,rumah sakit jiwa,0,0,0,https://x.com/teletubbiesnt/status/1883609312549126413,1.58E+18,teletubbiesnt
1.88E+18,Sun Jan 26 20:13:49 +0000 2025,0,normal, tepat) serta hal2 yg gw sebutin diatas. dampaknya ke kehidupan kita sendiri. entah energi itu bakalan bikin kehidupan semakin baik atau buruk. + dgn sembarang hs (lebih dari 1 partner) bisa bikin energi kecampur aduk dan berpengaruh sm kondisi diri kita. (down-bahkan depresi).,1.88E+18,,,in,rumah sakit jiwa,0,1,0,https://x.com/teletubbiesnt/status/1883609306551177342,1.58E+18,teletubbiesnt
