label,full_text
0,iling ilingen iki nder lek bunuh diri saiki wes melbu neroko siap a
0,keluarga adek kelas sd ku bomb bunuh diri depan greja satu keluarga meninggal semua kalo enggak salah kejadiannya waktu aku lulus sih jadi kurang tau detailnya bagaimana
0,masya allah yang lewati ujian lelah tapi jangan menyerah
0,penting enggak habis menangis habis bunuh diri
0,jangan mudah menyerah yakinkan diri kita kuat
0,penting jangan bunuh diri ingat senior gue kena serupa pas kejadian malamnya resah paginya ditemuin kaku padahal temanteman seangkatan sama-sama alus bisa urus pindah kampus swasta
0,n gue jadi lebih punya waktu diri sendiri clock out without worrying apa outlook n teams spend more quality time with friends feeling anxious dulu pekerjaan gue banyak jadi moody amp marahmarah mulu terus feeling bad after n depresi sendiri
0,preloved buku orisinal gagal menjadi manusia 30k laut bercerita 45k catatan harian sang pembunuh 25k aku bukannya menyerah sedang lelah 25k wts wtb
1,paling enak bunuh diri memang
0,kaget takut bunuh diri
0,merasa terjajah bukannya kaian suka lihat dulu kalian suka jadi kawanan marsose belanda buat bunuh bangsa sendiri lihatlah sekarang hasil alam melimpah malah ajak cukong mata sipit habisin kalian jadi sampah kalian memang goblok tak tahu diri
0,berarti lu dukung kenyelesaikan masalah bunuh diri bro otak kau tolol
0,tiap merasa bersalah bakal mukulin diri sendiri gue dongo njr masalah gtuan tolong jangan dikira gue juga enggak sakit hati apa emgnya lu doang punya perasaan juga selingkuh dih berak banget dah pokoknya
0,yang bunuh bapaknya tahun 2015
0,weh kau ye crazy aku tarik balik jangan bunuh diri aqil
0,merasa bersalah bikin menangis sudah berharap kecewa ditambah aku marah bagaimana enggak patah hatinya
0,lo mau bunuh diri gue enggak mengurus nyettt
0,im desperate heejayseung please muncul gue kangen banget sesak sedih pundung menangis mencucu gila stres banget jadi kasih gue asupan bergizi gue mampu malanjutkan hidup sangat bajingan kurang ajar tolong kepekaannya
0,searching the callfilm korea kalau horror pamali dusun pocong aku tau kapan kamu mati desa bunuh diri
0,bunuh diri hahaha
0,kalo yang berani mau bunuh diri
1,rasanya mau nyerah kalo bukan orangtua kayaknya gua bunuh diri
0,jadi begini rasanya meliburkan diri nyicil skripsi sengaja enggak buka words tetap enggak merasa bersalah heheheheheh akhirnya
0,gagal coba bebb jangan patang menyerah ya bebku sayangggg
0,diposting kan pasangan serasi masa gue mau tag akhi2 stres caleg gagal yang sudah bau tanah mengaca woy
0,jangan takut mam seafood again hewan lagi dibahas disini enggak bersalah bukan pnyebab toxic lebih prhatikan lingkungan kita dimulai diri sendiri misal enggak buang sampah sembarangan
1,gua tetap enggak mau gaenak gua sedih banget bahkan enggak merasa bersalah cancel janji ke 1000xnya sama gua
0,boleh bunuh diri
0,bangsatattatatat kak anjir habis dibuat spot jantung stres lemss mau gila frustasi sekarang langsung dihantam kelucuan neith reese fwaakkkk infokan tempat teriak worth
0,kayanya percobaan bunuh diri tuh yang kamu bilang
0,lagian gurita mana mau bunuh diri berlama lama didarat
0,cowok brengsek ahsgwvajvhds enggak kaget kalo cewenya bunuh diri soalnya lu gila anjir
0,excited sendirian ada hariharinya capeeeeeeekkkk banget semoga menyerah kali kuatlah akhir waktu istirahat selamanya
0,kalau gagal jangan menyerah
0,dam aku bingung perihal takdir bunuh diri
1,stres allah rasanya pengin bunuh diri
0,semakin banyaj bunuh diri rencana bunuh diri terjadi
0,kok oek menyerah diri ku
0,kak sorry mau tanya aku bukan menyerah sedang lelah masih aku mau take
0,makanya sekarang banyak orang tua bunuh anaknya anaknya enggak tau diri ya banyak anak bunuh diri enggak kuat sama orang tuanya
0,sumber kebahagianku tujuan pernikahanku untuk punya anak capek stres senang bahagia sedih jadi satu berharap semua kurasakan ikhlas diridhoi allah dijadikan pahala
0,mana pejabat mau miskin perampasan aset cuma omon2 negara negara mayoritas pejabat kkn mau ngusin bunuh diri nama nyabagus naikkan gaji nyaehhhh gas gas
0,menilai dosa siapa menilai amal baik siapa bukanya tuhan sendiri menilainya kalo tuhan pengin menghapus dosa manusia tinggal hapus kan menilai tuhan mengapai repot-repot mati bunuh diri disalib baru menebus dosa
0,bunuh diri kayaknya
0,hebatkerenkatanya wkwkw asliny jadi apa-apa mengapai dikasi penenang hhhh cuma balas kali biar enggak menyakiti perasaan pikiran sendiri dah biasa bunuh diri kok enggak kali
0,cara gue bunuh diri all ui jurusanjurusan terketat
0,owalah kedokteran maksudnya dunia kena kasus dugaan pemerasan hampir 2 miliar yang perundungan bunuh diri
0,semangat terus dek pantang menyerah lelah kamu jauh melangkah jangan berpatah arang
0,lelah sekali tida menyerah masih savannah tour afrika lihat gajah
1,enggak sadar kalau mental saja berantakan dengan katakata enggak filter bukan lebay banyak anak yang bunuh diri mereka enggak kuat ngejalaninnya
0,mengapai bunuh diri bego kecil
0,ketos korup duit anggaran bts jutaan lebih terus akhirnya ketahuan dibully satu sekolahan enggak kuat dibully jadi depresi bundir
1,didiagnosa depresi sedang rumah menangis sejadi jadinya sendirian kamar soalnya selama gue menahan diri setahun lebih psikolog kasih saran ketemu psikiater
0,nek sekirane wis ra kuat ayo melu gabung cah timbangane bunuh diri
0,guys bagus banget deh buat kalian kayak aku suka ovt sendiri terus punya depresi kecil belum sembuh trauma stres yuk upgrade diri bareng semangat
0,annete mencoba bunuh diri merasa hampa bahkan lu coba buat dekati kayak ucueup sedih anjir lu maunya apa kalo memang sayang hargain bininya baik annete orngnya enggak neko-neko
1,seminggu penuh banget isi kepala aku allah aku bertahan sampa akhir enggak im always thinking bagaimana caranya aku bertahan hidup ginana caranya biar bunuh diri enggak dosa bagaimana caranya aku biayain kehidupan keluarga aku bagaimana caranya aku mendapatkan uang
1,seringku berfantasi bunuh diri
0,kelaparan lebih baik mati bunuh diri dong
0,agamamu ya bunuh diri islam mengharamkan bunuh diri langsung masuk neraka kamu berpikir jadi kafir pasti masuk neraka jadi sekalian mengapai cuma mengikuti ajaran pagannya paulus otak enggak berkembang jadi makanan cacing pita
1,doain aku teman-teman aku enggak gila mau bunuh diri diumur aku 24 tahun karena memikirkan beratnya hidup kerasnya dunia haha
0,lihat dirimu kamu lelah tidak memilih menyerah
0,kalo khe bundir tak bunuh
0,astaga mau bunuh diri
0,naik lcgc stella jeruk lewat jalah itu tips mau bunuh diri
0,diduga kerap dirundung siswi gresik lakukan percobaan bunuh diri rel kereta api selengkapnya silakan baca memorandumsurabaya memorandumdisway dirundung gresik percobaanbunuhdiri rel keretaapi
0,tanggung jawab mah enggak perlu dinikahin cukup tiap bulan 35 pendapatan pelaku masing-masing korban jadi anak-anaknya lulus sama cuman hidup 30 sisa pendapatan mau bunuh diri silakan memang pantas mati
1,tiap minggu lemburnya 34 kali dimana lembur gue dituntut ngerjain pekerjaan orang pekerjaan gue disuruh ditinggal padahal kelar tiap kantor sendirian suka menangis bagaimana kagak stres gue hampir depresi kayaknya
0,pantang menyerah lelah
0,sebenarnya sadar merendahkan pekerjaan orang semoga kamu enggak pernah berada posisi pekerjaannya direndahkan kayak begini kalau cuma menulis enggak aksi percayalah orang enggak jadi bunuh diri tulisan bahkan dokterpun tentu
0,haloo dapin cantiknya jeongwoo semangat buat snbp nya harus yakin sama diri sendiri kamu melakukan terbaik semoga lolos hasil terbaik apapun hasilnya kamu melakukan terbaik buat kamu sendiri jangan pantang menyerah
0,mental emosional peace kepuasan diri berkontribusi kedamaian batin orang selfcontented cenderung lebih damai diri sendiri dapat mengurangi stres kecemasan kegelisahan
0,jangan beritahu mulyono amp fufuffafa bisa bunuh diri sebelum adili
0,aku di hormon follicular phase harusnya aku sedih depresi stres memikirkan masa depan malah kuhadapi berbahagia ganjen beberapa target
0,kadang melepaskan bentuk sabar paling dewasa bukan menyerah karena sadar bertahan akan menyiksa diri sendiri
0,bagus bang elon mengajarkan jangan menyerah meskipun kamu pernah gagal
1,semenjak nimbang merasa bersalah sama diri sendiri anjg
1,gue pikir trnyta susah ngehindarin stres telat haid begini kayak susah banget jir biar enggak stres even keluar buat main pas pulang stres nya ada gbsa hilang jahat banget pikiran diri sendiri
0,stres cekaman gangguan mental dialami seseorang akibat adanya tekanan tekanan muncul kegagalan individu memenuhi kebutuhan keinginannya sumber tekanan berasal dalam diri dari luar
0,aku sedih roro jonggrang nolak cowok sialan bandung bondowoso malah dikutuk padahal beliau nolak bandung bunuh bapaknya roro wajar dong nolak cowok psikopat sialan
0,baru mengerti orang telah menyakiti lebih bahagia hukuman terbesar diri sendiri pernah merasa bersalah value rendah jiwa enggak berkah terjebak ketidaksadaran mereka dan adalah
0,kadang lupa istirahat bukan berarti menyerah memberi ruang diri sendiri bisa melangkah lebih jauh
0,bunuh diri paket bersama
0,skandalnya apaan bang kan doang justru skandalnya murid mau bunuh diri sekolahnya malah cuek kayak enggak terjadi apaapa
1,merasa bersalah sama diri sendiri
0,kalau gagal coba jangan menyerah karena gagal
0,kalau gagal semangat mencoba jangan menyerah
0,tak city girl pergi lahad datu bunuh diri transition kehidupan bandar kampung how you come this conclusion macam mana nak buat psychological assessment dekat orang deh mati
0,bangkit coba gagal sekali jangan membuatmu menyerah
0,gagal coba bebb jangan patang menyerah ya bebku sayangggg
0,kalo capek sama hidup jangan bunuh diri kakak pindah dari negara sialan
0,they memakai mistakes but they don t quit kalimat mengingatkan untuk menyerah gagal setiap orang pernah mengalaminya orang sukses tidak pernah berhenti berusaha
0,lain hari kalau aku bicara sama kamu minjaeya aku enggak perlu merasa bersalah bilang aku mendukung kamu memang kenyataannya aku mendukung sebisanya sepaling maksimal aku sini peluk lt3 peluk diri sendiri maksudnya
0,dedikasi hidup paling kayaknya kalo soal mempunyai anak sadar diri bb naik dikit depresi bagaimana kalo berubah drastis enggak penerus diri kayaknya mau enggak mau sedih tapi enggak mau
0,hukuman dijatuhkan tertuduh koh soon hua 60 mengaku bersalah tertuduh tidak bekerja turut diperintahkn menjalani hukuman penjara 6 bulan sekiranya gagal membayar denda berkenaan
0,guys better pilih fk unnes berpeluang masih aku masih prodi baru bunuh diri pilih fk undip bingung banget
0,sianjingggggg sengaja banget centang 1 bangsat gue stres sendiri mengurus itu sendirian mana posisi di kereta anjing anjing lu kemarin kagak kantor benar-benar jancok kayak kantor punya bapak lu seenaknya banget
0,mah konsepnya bunuh diri dibayar
0,aku lihat 2 bagus mandanya cukup sangat 2 indah banget enggak menyerah bisa semangat dan sukses nya selalu jaga diri teman terbaik
0,butland sengaja bunuh diri eh dessers malah menyamakan kedudukan alhasil tendangan terakir bruno sengaja lepas sama butland
0,tanamkan harga diri percaya diri anak-anak ajarkan sikap juang tak gampang mengeluh menyerah beri teladan ajaran mengajarkan adab norma etika akhlak insyaallah anak mampu berdiri tegak menatap masa depan menghormati yang semestinya
0,jadi orang miskin enggak enak banget kasus pelajar mencoba bunuh diri perlu jadi atensi khusus pelajar miskin bully sekolahan amp alhamdulillah mencoba bunuh diri allah kirim malaikat menyelamatkan adek
0,enggak tau diri banget ih minimal merasa bersalah anjing enggak otak ih benci banget
0,enggak heran semboyannya partainya jokowi anehnya jokowi enggak jadi apa-apa psi anggota bukan petinggi maklum tentunya pak mul mencari partai besar mampu mengakomodir ambisinya psi sama bunuh diri karirnya
0,adalah kelompok lili selalu riang gembira kamu anak pramuka tak kenal lelah pantang menyerah lililililili lililili regu lili
0,kesehatan mental emosional kurangnya kesabaran diri sendiri menyebabkan stres kecemasan bahkan depresi mempraktikkan selfpatience seseorang mengurangi tekanan internal meningkatkan kesehatan mental
0,lebih berat iri sering kali datang bersamaan rasa bersalah tahu enggak merasa tapi susah mengontrolnya akhirnya belajar berdamai diri sendiri menerima rasa iri bukan yang buruk selama tidak
0,merujuk indonesian journal of global health research penelitian menunjukkan adanya pengaruh kesepian meningkatkan depresi lansia tanda gangguan mental selengkapnya greatdaysamarinda 877rbfm
0,mau bunuh diri
0,orangorang bunuh diri padahal akhirat enggak main hp
1,kadang cuma bilang diri sendiri yuk bertahan sedikit saat semua terasa berat masalah datang bertubitubi rasanya menyerah tengah kelelahan ada suara kecil di dalam hati memaksa untuk tetap melangkah meski pelan sebuah
0,jangan menyerah kegagalan kamu alami ulangi apapun kamu lakukan meskipun terus gagal hingga akhirnya atasanmu menyerah padamu
0,enggak lama kepsek pensiun kabar kalo selama beliau korupsi enggak lama itu eks kepsek gue meninggal katanya serangan jantung pas ditelusuri teman sekelas gue nemu kalo beliau bunuh diri padahal guru agama dulu pernah sempat mengasih sinyal wkwk
0,lelah manusiawi capek manusiawi jadi jangan lelah jadi menyerah
0,menetapkan prioritas pagi hari membantu mengurangi stres memberikan struktur tujuan meningkatkan rasa kontrol efikasi diri penting kesehatan mental produktivitas
0,cuci muka 2x sehari rutinitas perawatan diri mencuci muka meningkatkan selfesteem selfcare penting kesehatan mental juga menjadi momen refleksi relaksasi membantu mengurangi stres
0,berasa bunuh diri
1,enggak usah mengomong soal empati deh mbak sulit punya empati sama orang sudah punya komitmen buat bundir gue mengomong begini bukan enggak pernah ngalamin kayak divideo teman gue bunuh diri pacarnya subuh gantung diri bang gue sekarang belum ikhlas pergi
0,wajar ya lelah asal jangan menyerah
1,hari aku bilang mau mati malah disuruh bunuh diri yang bilang my mom
0,warga emas didenda rm1 900 kerana tampar kakitangan puspakom bhkes tertuduh koh soon hua 60 mengaku bersalah diperintahkan menjalani hukuman penjara bulan gagal membayar denda berkenaan
1,aku kangen banget ortuku kemarin mama papa ku sempat sakit aku enggak datengin aku bersalah banget rantauan dekat enak banget bulak balik pulang aku enggak menyalahi mereka tapi aku menyalahi diriku kesel sama diri aku allah aku pengin peluk banget ortuku
1,rasa bersalah sama diri sendiri enggak berani waktu rasa bersalah sama orang tua ortuku menangis linglung selama 3 bulan merasa bersalah sama aku rasa bersalah sama suami aku menyimpan dendam trauma sebegininya sama masa laluku
1,perasaan bersalah menyesal kesel sedih muak eneg campur jadi satu aku gapaham mendeskripsikan pikiran hatiku kayak bagaimana sekarang
0,aku dulu pernah enggak mens 8 bulan stres berat galau amp patah hati be like
0,bagaimana enggak bungkam kalo dirinya terlibat bunuh diri dong
1,harusnya gua merasa bersalah sama diri sendiri
0,heran hampir kali merasa porto enggak berkembang selalu muncul postingan kayak begini buat menasihati diri sendiri mengingatkan buat enggak menyerah terus mencari cara terima kasih bang
0,lelah asal jangan menyerah
0,memulangkannya ada manfaatkan sedikitpun indonesia sebaliknya berpotensi sangat merugikan terutama dna terorismenya hidup menukarkan banyak wni sehinnga kelak indonesia terjadi aksi2 brutal terorisme bol bunuh diri
0,gapapaa wajar lelah yang penting jangan menyerah
0,enggak merasa bersalah kayak sudah kan orang terus senyum buat mastiin kamu bakal aman cuman kalo bareng aku supaya mc percaya cuman sama tapi pas mc marah rautnya wajahnya langsung kaget frustasi kesal bingung kecampur jadi 1 mc
0,banyak nganggep orang terdekat keluarga orang selalu terima apa adanya jadi kadang the real monster diri keluar sadarnya pas sudah pergi baru merasa bersalah kehilangan be careful
0,sama bunuh diri
0,bom bunuh diri
0,cewek bunuh diri suicide gantung diri kena omel orang tua pas pulang malam habis jalan sama pacarnya
0,bunuh diri
0,jogja bunuh diri enggak
0,mention gaji kalau gaji sejuta terus buat beli makeup buat selfreward 200k berlebihan enggak merasa bersalah sama diri sendiri
0,orang masalah mental mana fikir semua diorg tak control semua jangan samakan orang normal kalau orang normal takde nak bunuh diri
1,sumpah menyerah sajalelah
0,yaampun sendirian rumah sudah bikin stres ditinggal kondisi nasi enggak lauk enggak even gas habis jir
0,dukungan ibu guru membuat tobi semakin percaya diri meski tahu perjalanan mudah keluarganya hidup serba kekurangan ia sadar biaya kuliah tantangan besar tobi tidak mau menyerah
0,pokoknya kejadian fokusan gue kecewa sama promotor queue number deh diprotes awal announce section ke crowd control barricade payah kejadian bikin gue trauma sama 127 nct kayak orang depresi lebih setengah tahun
0,jangan kalah rasa lelah tubuh renta pembalut jiwa jiwa tetap bersemangat jangan kalah putaran roda kehidupan mau diatas dibawah dinikmati semua dapat giliran mencapai kemenangan catatan tak pernah menyerah
1,tubuh tua menyerah akhirnya tubuh tua menyerah lelah meniti harihari penuh deru bahu dulu kokoh kini rapuh jari dulu menari kini lemah kaku tiap langkah berbisik pelan aku butuh waktu menyembuhkan luka kembali
0,kalo ganteng kayak enggak butuh mengetik kayak kak mereka gampang memek kalo jelek kan susah memek jadi depresi frustasi marah dilampiaskan dalam ketikan jelek kayak
1,kalo dirujuk poli gizi gue merasa gagal jadi nak gizi dah kumaha atuh kata jiemi kalo riwayat depresi memungkinkan banget anemia berkepanjangan huf
0,eh sorry bukan orang monyet satu bakal mati bunuh diri
0,ingat binatang jadi berbahayamembahayakan diri sendir orang yang bunuh ular nyamuk kucing cuma rusak cat mobil jok motor berak didlm rumah coba berkaca diri diri sendiri bisa jadi adalah akhlak tabiat yang di perlihtkan
0,menghibur diri stres skripsi dengan dokter gigi
0,lihat orang bakal mati bunuh diri
1,aku pernah pas nganggur merasa bersalah diri sendiri diajak mengomong keluarga ngegas mulu ternyata aku enggak bilang maaf ngrepotin kalian jadi keluar ngegas mulu kesal n benci diri sendiri sekarang aku dah kerja mapan lembut keluarga karena merasa puas
0,kesell banget sama sei egois kasihan biyon ngadepin sei keras kepala what if biyon cpek sama kelakuan sei kak the day biyon mengomong capek sama sei kata gue the day biyon bunuh diri sendiri harfiah telloyin
0,baik terima kasih bang terang jelas kalau mati bunuh diri kan adakah mati ajal pon memang deh takdir mati waktu
0,semoga dijauhkan menyerah terus bertahan lelah
0,sedih deh gue banyaknya event sebong menuju konser waktunya berdekatan ujian2 gue kalo enggak datang gue sedih kalo datang gue merasa bersalah enggak belajar
0,percobaan bunuh diri enggak ini panas
0,not be racist but these pajeet dulu memang isu nak bunuh diri tengah jalan kalau gaduh partner dulu
0,bunuh idolamu biarkan hancurkan diri sendiri
0,aku ingat banget momen pas aku sedih banget mungkin kehidupan idol beberapa kasus bunuh diri yoongi berempati banget aku menulis aku puas nangisnya sampai unggah foto hari pas aku benerbener jatuh
0,tindakan bunuh diri masuk kegawatdaruratan psikiatri malah yang enggak cover
0,eksploitasi tenaga lakilaki perburuhan rumah tangga entah abad berapa pion perang tekanan sosial menempati angka tertinggi depresi bunuh diri berbasis gender masih ada misandria
0,tubuhmu lelah pikiranmu menyerah ingat juara lahir rasa sakit bertahan keep pushing
0,spesialis bunuh diri lc baca ya cules
0,spoiler alert suka sama cowok beda benua dibohongin cuma kenal seminggu duaminggu kerjanya memakai up jenazah ibunya depresi bapaknya judi dipenjara kenal sama dokter duda disuruh punya anak mulu dianya punya penyakit jadi susah hamil anak tirinya mau bundir
0,haaai kakak cassius terima kasih jadi orang keren ampamp kesayangannya keci bestiekuuu terima kasih jadi diri sendiri semangaaat selalu ampamp kamu pantas mendapatkan halhal baik hidup jangan pernah menyerah semakin menempel sama keci p
0,segar terus gue sedih mikir selama jewaipi turun banget bb nya apa stres enggak sempat olahraga kayak dulu2 sibuk
0,kalo jokowi dipenjara satu hari sajaso aku bunuh diribukan lantaran aku pendukung jokowitapi saking gembiranya
0,rakyat indonesia iq jongkok 78 budak tiktok siap menerima program mereka tersiksa lahir batin bunuh diri masal harus disuruh membaca
0,gue keluarga baikbaik anak baikbaik diberi pendidikan kerja tempat halal bersama circle positif minusnya anak broken home tetap batas wajar frustasi depresi badan gue bersih tatto orang harm
0,lagi apa kalian merasa tenang menonton sebong setelah bersikap apa gamuncul rasa bersalah diri kalian itu parah tau asli deh pls bayangkan kalo kalian di posisi bagaimana enggak semua orang sanggup ngadepin scam php
0,akan lelah tidak menyerah pastinya
0,semua balik diri masingmasing apa keputusan akhir semua apa bunuh diri jalan paling benar di bunuh terserah anda karena ku anggap semua mampu apapun ada bantuan apapun termasuk hutangan apapun
1,bagaimana apa bohong sebagai laki laki apa menyerah diri masak harus membayar lewat naga kuning 74 terus mungkin hal saya laki lakisaya tidak punya apa apa 2 tahun lunas ditambah
0,kalau suami orang mana pernah diuruskan suamiistri conflict banyak sandiwara tolong bunuh diri sendiri itu suatu kepentingan ekonomi sama kayak kejadian barubaru saja dari buat susah keluarga amp teman teman sejawat
0,diliat2 nirvana lagu-lagunya desperated tonenya papa vokalisnya bunuh diri
1,baru kepikiran kemarin mengeluarkan duit buat berobat kucing 600 400 enggak mikirnya giliran buat diri sendiri merasa bersalah banget
0,kalian memprotes sebelum reinkarnasi ingatkan ke ada diri kalian baru peraturannya apa perlu merasa bersalah makin dekat kami kami bahagia melihat
0,eriksen meski kayak nya bunuh diri
0,enggak tau agama lu apa kalo lu islam akidah lu perlu diperbaiki manusia meninggal arwahnya alam barzah bukan gentayangan yang lu bilang pernah hidup bunuh diri bisa2nya karena jin rajanya kalo soal bohong
0,sabar nak mama siapin diri dulu meminimalisir kamu stres ke psikiater
1,semoga nabrak terus menerus dihantui rasa bersalah gelisah amin gila
0,menikmati hobi kita cintai bentuk terapi memberikan waktu diri sendiri membantu menyeimbangkan stres kebahagiaan
0,udhh enggak tolong stres nya
1,monyet kapusin mitos aku bunuh diri
0,kalian kesemua orang give and take guyss effort duluan kalau enggak balasannya nah renungin dihati jangan effort mati eh baru sadar pas capek nya stres nya semua kudu renungin sedih senang kecewanya jangan menyesal
0,biar stres enggak sendirian
0,kamu bikin aku semangat buat kejar citacita aku begitu keras kamu mengajarkan aku apa artinya pantang menyerah ya sekarang semangat diri aku membara buat menjalani hidup untuk menjadi lebih baik harinya 1stalbumsalmasalsabil
0,waktu ada spill kak omset margin nya kecil resiko nya gede risk nya diviralin makanannya enggak manusiawi margin nya sangat kecil banyak bilang vendor ngambil program kayak bom waktu bom bunuh diri
0,nan umur 19 rantau hampir 2 tahun langsung bunuh diri
0,tentara jepang berani melawan belanda bom bundir menyelamatkan hingga mengusir cina kamp konsentrasi enggak bunuh lagi bahkan pas jepang di bom di suruh menyerah banyak mereka menolak perintah kaisar rahmat shigeru sono
0,baru sempat po duitnya baru agak teringat sama midnight library sama-sama bawa tema 24 jam bunuh diri bahkan midnight library belum beres bacanya kayanya bakal ngepas hari redacted sebulan lama kayanya
1,sama aga sedikit stres sedih sih sedih nya banyak
1,lihat trend jadi sedih teringat sebelum depresi parah aku orang punya semangat tinggi menulis riset isu2 hukum sekarang bisa dilakuin cuma bertahan hidup
0,bapaknya bunuh diri coba cek sepanjang film bapak nunjukkin tandatanda depresi meskipun sangat sedikit
0,heh kontol orang bunuh diri orang-orang paling takut mati
0,meanwhile orang tua gue enggak pernah absen buat menonton dulu merasa malu sekarang senang ngingetnya gue juara diitung beberapa kali suka merasa bersalah gara-gara pernah mikir kalo gue anak gagal enggak mengasih feedback setara
0,galau galau jangan bunuh diri dong sap
1,apa gue melakukan itu benar gue muak melihat memutuskan bunuh diri gue mecahin kaca meja rias dan pecahan kaca nya gue pakai ngiris nadi gue gue hidup kalo bukan gagalin berakhir gue cuman pngsan
0,insiden penembakan terjadi salah satu apartemen texas amerika serikat as tujuh polisi terluka akibat terkena tembakan pria bersenjata diduga hendak bunuh diri apartemen tersebut
0,tadi pagi kabar penemuan mayat bayi dibuang disungai ada yang bunuh diri allah ampuni dosa dosa ya allah astaghfirullah
0,bisanya nemu cewek mau bunuh diri
0,banyak bang banyak banget aku blok kalo ketemu biarkan sesama ngibur diri disitu useless kasihan depresi indonesia bakal tetap begini begini saja enggak terpengaruh sama kebencian wkkw
0,thomas alva edison gagal ribuan kali penelitiannya dia pantang menyerah bukan gagal saya menemukan 10000 cara tidak berhasil
0,komandan jihad katanya mana komandan lemah mental caper mau bunuh diri biar dikasihani
1,sering ku berfantasi bunuh diri
0,kucing kenapa bego banget pas bnti enggak nyebrang pas gue jalan malah lari tbtb maksudnya apa kamu mau bunuh diri meng
0,naik travel belum makan jatohnya bunuh diri butuh medik
0,akhirakhir aku sedang melatih tidak bereaksi ketus masih sangat sulit beberapa percobaan gagal jawabanku either cuek ketus suka merasa bersalah besoknya berhasil juga yang kelepasan
0,aku tau aku kadang lelah jangan ada kata menyerah
0,aku kalo mens berasa manusia paling depresi menderita kesepian dunia ya memang
0,benar teh yang bunuh diri pvj cik satu nyarita kak babaturan plis ieumah ulah dipendem bunuh diri bukan solusi
0,kronologi pria diduga bunuh diri melompat mal pvj bandung sempat naik lift lantai 13
0,tidur telat telat makan minum kopi simulasi bunuh diri jir
0,bom bunuh diri ki ya ra modyar meruem
0,ilmu didapat hari mencit kalo depresi cenderung imobil pasrah mau mati lanjut hidup alhamdulillah
0,kalau kata buyut saudagar cinta mati sama sih manis bahkan bunuh diri jembatan ancol gantung diri pakai selendang merah
0,apapun gue berharap penagihan lebih manusiawi mental rusak kelilit utang ditambah ketakutan teror dc bagaimana enggak bikin orang bunuh diri
0,negeri entah berantah kalo hukuman bunuh diri 285jt penduduk 85jt doang kayaknya selamat
0,najis enggak sudi amit amit jabang bayi ih najis benar lu pak hidup lu gagal sampai tembak kucing enggak bersalah dasar ketek liar
0,kembangkan kebohongan kebohongan pada akhirnya membuat diri sendiri stres berat memikirkan diri sendiri tak mau berusaha memikirkan allah tak pernah mampu dilihatnya kasihan
0,sekarang yana kalo iseng suka bercandain kayi cantik aku pas rambutnya blonde panjang kayak sini terus habis kayi sedih merasa bersalah wkwkw
0,bunuh diri lu namanya
0,padahal posisi aku nabrak nya enggak roboh jajanan ku enggak yang bersisa satupun sedih banget merasa bersalah kekucing nya sepanjang jalan tau jajanan ku lenyap kepikiran banget sama kucingnya ternyata yang bikin lebih sedih
0,bunuh diri langsung dibayar memberi warisan
0,pria tidak diketahui identitasnya meninggal dunia jatuh lantai 11 parkiran mal paris van java kota bandung kejadian diketahui terjadi kamis 23 januari 2025 sore diduga pria meninggal bunuh diri meloncat lokasi kapolsek
0,allah ngenes banget bacanya semoga allah masukkan kamu surganya dek kasihan banget enggak tega sama kayak begini nabrak woy serahin diri lu memang bakal hidup tenang enggak dihantui rasa bersalah apa
0,banyak kak benefitnya menjadi teman menambah relasi melatih jokes menghibur orang mengurangi angka depresi bunuh diri
0,aku berani speak up soal overload atasan pekerjaan buat 3 orang dikerjain seorang diri pulang sering ngaret enggak claim uang lembur enggak bonus gaji paling kecil dianggep pemberontak akhirnya ditawarin buat resign aku pilih resign dripd stres
1,kelebihan aing menahan diri bunuh diri
0,perempuan bercerita stres jajan kesel jajan loro ati jajan galau jajan duit kari sewu jajan kere
1,temantimun maaf belum balas dm ataupun mention belakangan kalau buka ca merasa bersalah cemas huhu bantu doain semua urusan lagi aku usahakan lancar biar bisa main ca ataupun rp ovt yippiewoof you semuanya
0,a mau dipilih yakin enggak pernah baca berita rangorang sengsara bahkan bunuh diri gegara slot
0,jadi gila bila deh tahap nak bunuh diri tetap kena fikir perasaan orang
0,the end mau bersalah enggak keputusan untuk mengundurkan diri tepat makin digoreng fitnah sama media jepang mentangmentang out korporasi
1,iya anjir selalu merasa bersalah kalo ngambil keputusan buat diri sendiri biasanya memikirkan orang dulu
0,gue kaget anjir gila ternyata fansnya mau bunuh diri depan aleale
1,tuhan kapan diri akan beralut terusmenerus rasa bersalah
1,merasa bersalah banget lihat ayah kesepian
0,kalau gagal jangan menyerah untuk mencoba
0,bunuh diri loncat air
0,tetangga gue gan n ybs bukan bunuh diri
0,mengenai kasus anak orkay bunuh satpam kemarin berasa kagak terima dia merasa menciptakan stigma orkay semua gagal mendidik anak padahal tujuan utamanya menghapus ketimpangan selalu salah kaprah reading comprehensionnya level ampas
0,percobaan bunuh diri
0,bloody hell kereta naik harga public transportation not that good ask rakyat jalan kaki balik kot
0,pernah bikin stres bahkan terpuruk
0,akankah nyanyian berlanjut panggung lebih besar hanya akan berlalu nyanyian kamar mandi sepertinya berharap negara tak ubahnya sebuah seni bunuh diri pelanpelan
0,pulang kerja langsung nge gym namanya bunuh diri
